train_loss,test_loss,train_score,test_score
0.2979293280673502,0.2882736090315457,0.9210920842217484,0.9256
0.2944411904507997,0.2797825162782444,0.9214418976545842,0.9291
0.2897057351190921,0.2768253414802034,0.9233908582089553,0.9265
0.28451397771838083,0.27321402276999,0.9244902718550106,0.9277
0.2817192973771927,0.26959495187660193,0.9252565298507462,0.9331
0.27904904736912095,0.26409319289675587,0.9251232675906184,0.9304
0.2737998610673471,0.26379482617993977,0.9262226812366737,0.9305
0.2712769631030118,0.2592296258374401,0.9265058635394456,0.9333
0.26656236611503087,0.25549564458391055,0.9283215618336887,0.9338
0.2628674944786607,0.2527893567247542,0.9295042643923241,0.934
0.2594908761076496,0.2503991048067192,0.9296541844349681,0.9334
0.2587621162091876,0.246201354133917,0.9292710554371002,0.9364
0.2539187671790338,0.24544885353675078,0.9305703624733476,0.9353
0.25139359109846143,0.24273439798363075,0.9319529584221748,0.9361
0.2496623324150372,0.23764471850701407,0.9312866471215352,0.939
0.2451815919228793,0.23681921289528177,0.9331356609808102,0.9358
0.2430149653037085,0.23772560653510427,0.9344516257995735,0.9369
0.2428021897685925,0.23471397411878198,0.9338852611940298,0.938
0.24089316769492672,0.2304826803005863,0.9336853678038379,0.9388
0.2378130300098555,0.23283449373432313,0.9348680703624733,0.9374
0.23352330425185394,0.22715572166267456,0.935650986140725,0.9405
0.23214214628301247,0.22622968047158024,0.9366837686567164,0.9382
0.2303197426182221,0.22586589846694455,0.9373167643923241,0.9391
0.22692728518477434,0.22149925098327317,0.9378331556503199,0.9388
0.2252441464160455,0.22175420363310022,0.9385494402985075,0.9408
0.22259298295840083,0.2166858580363535,0.9378498134328358,0.9409
0.2226689033175434,0.2150200360075599,0.9385827558635395,0.9415
0.21983664015716178,0.2152204099932944,0.9389992004264393,0.943
0.21799102320537797,0.21301287319713547,0.9398320895522388,0.9417
0.21657771369699477,0.21335260663530986,0.9409148454157783,0.941
0.21328429836454832,0.20797365743717022,0.9408648720682303,0.9422
0.21290694353533116,0.20990285417589444,0.9410147921108742,0.944
0.21183703254946634,0.2046172554118314,0.9414978678038379,0.9436
0.2093888038323408,0.20858784281532217,0.9412646588486141,0.9409
0.20789992039356542,0.20424011154491806,0.9417310767590619,0.9442
0.2062406132699031,0.20033603832950525,0.9427138859275054,0.9447
0.20444114592563364,0.20041032288466068,0.9430803571428571,0.944
0.2024708958151919,0.2015548240952961,0.9437300106609808,0.9447
0.20159084578083075,0.19624822998352487,0.9432802505330491,0.9462
0.1993353209797229,0.19459850529538222,0.9434468283582089,0.9466
0.19716131297329476,0.19506696500693846,0.9449293710021321,0.9474
0.19764632164582416,0.1951083032461422,0.945429104477612,0.947
0.1952468436363751,0.19304018059287442,0.9450126599147122,0.9463
0.19477445522391743,0.19190488604148923,0.9450293176972282,0.9468
0.19343726912491596,0.1939976097641718,0.9458455490405118,0.9462
0.19229718158185113,0.18956609478265846,0.9456956289978679,0.9502
0.1914269005326208,0.18563548452375234,0.9461453891257996,0.948
0.1891079488173856,0.18823247066960064,0.9466784381663113,0.9489
0.18777754144479783,0.1875317874964393,0.9476945628997868,0.9481
0.18596967425399202,0.18680351741490436,0.9477278784648188,0.9463
0.1862589584744141,0.18540713661033958,0.947278118336887,0.946
0.1863063683831975,0.18336144983960256,0.9479444296375267,0.9493
0.184072748232961,0.18182211041000818,0.9483608742004265,0.9495
0.18237209383447087,0.18082468212191,0.9489438965884861,0.9499
0.18091226028321267,0.17838241289998885,0.9489605543710021,0.9503
0.17944339883347518,0.179603255674479,0.9496268656716418,0.9491
0.17798950551427928,0.17573159904760396,0.9497268123667377,0.95
0.17807183000926477,0.17557090975131506,0.9494936034115139,0.953
0.17686219692221686,0.17768278029767873,0.9501265991471215,0.9492
0.17458276797417288,0.1774536870462338,0.9510261194029851,0.9507
0.17504610451142674,0.1757907891529567,0.9501599147121536,0.9493
0.17446654715273377,0.1746910421564329,0.9502432036247335,0.95
0.1725702756034698,0.17743361204344085,0.951242670575693,0.9519
0.17175211197640525,0.1740317635453569,0.950992803837953,0.9529
0.1727779759227914,0.1724698989146402,0.9514259061833689,0.9517
0.17065829277737352,0.17478852066162331,0.9513759328358209,0.9526
0.16933647351892614,0.17192149714004767,0.9519922707889126,0.9519
0.16796647900118855,0.17520935520438766,0.9520422441364605,0.9509
0.16612402090788203,0.16883461982817,0.9524253731343284,0.9502
0.16645582028060432,0.16797076847593195,0.9524753464818764,0.9542
0.16534894429444938,0.16571671949897748,0.9537913113006397,0.9519
0.16569415370804494,0.1710858624768885,0.9528085021321961,0.9481
0.16452828853166016,0.16776821878230286,0.9526585820895522,0.9539
0.16285711461063476,0.16443858081030394,0.953125,0.9526
0.1622227028204661,0.1632578846159302,0.9534581556503199,0.9534
0.16265737920282908,0.1671570841781036,0.9534081823027718,0.9524
0.15951709352957527,0.16604687502814494,0.9553404850746269,0.9541
0.16021077579277254,0.16571914263533158,0.9540245202558635,0.952
0.15869094706349898,0.15966668690611785,0.9547741204690832,0.9553
0.15894687422775064,0.16366544767120778,0.9544076492537313,0.9532
0.1575702516656928,0.16593077804868953,0.9552072228144989,0.9537
0.15853128580631878,0.16272446154617334,0.9546741737739872,0.9538
0.15589839729285185,0.16316558755220578,0.9558735341151386,0.9542
0.15573184375397991,0.156353704352139,0.9551572494669509,0.9563
0.15374189816799966,0.1581427075127893,0.9557902452025586,0.9544
0.15375379250461518,0.1610635328102204,0.9560734275053305,0.9533
0.1528505797242661,0.1613475756655959,0.9557902452025586,0.9536
0.15068853972432283,0.16165245769402214,0.956922974413646,0.9542
0.15094041005852996,0.153888459728931,0.957039578891258,0.9557
0.15061702875345556,0.15419507468395927,0.9573227611940298,0.9564
0.15023553888633934,0.15526536768612062,0.95698960554371,0.9558
0.1493111111220222,0.1571323110537185,0.957089552238806,0.9555
0.14859318493970575,0.15489546615422808,0.9574726812366737,0.9535
0.14815653551519622,0.15924966829206097,0.9579890724946695,0.9552
0.14768168364616313,0.15366960035068838,0.9580890191897654,0.9566
0.14606402690667844,0.15321333827048675,0.9581056769722814,0.9569
0.14546270442803408,0.15319561888498096,0.9585554371002132,0.9553
0.14455903223083255,0.15428036637184017,0.9588552771855011,0.9568
0.14356669288837537,0.14958371423067443,0.9587553304904051,0.9557
0.14487240936080095,0.15729397872795683,0.9589552238805971,0.9534
0.14367509624966285,0.1507363582147727,0.9577558635394456,0.956
0.1435966147676206,0.1480725112731851,0.9587220149253731,0.9569
0.14225491749680946,0.151439853571096,0.9597881130063965,0.9579
0.14239203318859772,0.15105098148328075,0.9594716151385928,0.9567
0.141917843411629,0.15050332762781674,0.959155117270789,0.9564
0.1407465732549613,0.148414423402239,0.9597547974413646,0.9574
0.14054006245677497,0.14872641125293604,0.9607209488272921,0.9576
0.13890234683964248,0.15225240331185055,0.9600546375266524,0.9558
0.13864401257768175,0.15110382103222156,0.9610374466950959,0.9571
0.13829617529294239,0.14848269261692332,0.960920842217484,0.9555
0.1402754757390415,0.14596544667618686,0.959055170575693,0.9596
0.13697741894171453,0.14712713797942376,0.9611040778251599,0.9596
0.1362413881348257,0.14440753836564374,0.9606709754797441,0.9569
0.13549962115244854,0.1440902499226002,0.9616871002132196,0.9587
0.13552604888500733,0.1475440485973368,0.9612706556503199,0.9553
0.13412205999513285,0.1450724304393205,0.9620702292110874,0.9562
0.13401228385655595,0.141163626328421,0.9606543176972282,0.96
0.13317996352534947,0.14480752309104164,0.9615538379530917,0.9584
0.13437543858047596,0.14616430812815387,0.9614372334754797,0.957
0.1326552571334853,0.14137093377475138,0.9619536247334755,0.9591
0.13152901212123674,0.14191035099327842,0.9623034381663113,0.9585
0.13118841887221713,0.1444976933591043,0.9630363805970149,0.9589
0.13090559175314667,0.1391244311495249,0.9623534115138592,0.9591
0.13107767285338245,0.14310377239382172,0.9613372867803838,0.9595
0.13094884300931084,0.1361811290447879,0.9623867270788913,0.961
0.1306461660161636,0.13976560164260904,0.9625199893390192,0.961
0.12949360291332415,0.1429070575996632,0.962836487206823,0.9587
0.1280914249616643,0.14163668577746596,0.9625366471215352,0.9595
0.12945206378466442,0.14301952637562962,0.9634361673773987,0.9589
0.1285428763651533,0.14363009212073574,0.962903118336887,0.9575
0.12741728685986425,0.1402005512798082,0.9634361673773987,0.9598
0.12705336948531862,0.13895898533748172,0.9644189765458422,0.9603
0.12662198338526254,0.14134897650794098,0.9636860341151386,0.9578
0.1263253061594401,0.1422905582708957,0.9634528251599147,0.9574
0.12689685341380205,0.13675603040728534,0.9641191364605544,0.9603
0.12447251005875246,0.13997279565475082,0.9641357942430704,0.9582
0.1250985348704838,0.13811059798542516,0.9638359541577826,0.9602
0.12294002834907423,0.13890407403846522,0.9645355810234542,0.9605
0.12386957020295872,0.1345764372099727,0.9644522921108742,0.9617
0.12187477165037483,0.13589651864647154,0.9651186034115139,0.9606
0.12302480625481549,0.13791553963635816,0.9646188699360341,0.9605
0.12163673577040914,0.13467309883769868,0.9644856076759062,0.9602
0.12120310314376584,0.13746815098182238,0.964852078891258,0.9592
0.12084764919333524,0.13432754592767712,0.9646521855010661,0.9612
0.12017783787842805,0.1337306325417186,0.9660181236673774,0.9609
0.12011733221209019,0.13624772198978155,0.9653018390191898,0.96
0.12111939726798894,0.13677159807289496,0.9649853411513859,0.9591
0.12119739122282744,0.13597427304591955,0.9652018923240938,0.9604
0.11956790772483522,0.132068856850788,0.9656516524520256,0.9614
0.11918445617177957,0.1358373291790384,0.9663679371002132,0.9591
0.11890418851990243,0.13404013560266742,0.9655350479744137,0.9599
0.11681956248219647,0.13217024054965126,0.9663346215351812,0.9618
0.11822288683925021,0.13559602241119734,0.9662513326226013,0.9609
0.11682147754189054,0.1354769687731282,0.9665844882729211,0.9605
0.11570628176903235,0.13087372961585,0.9669509594882729,0.9619
0.11708540108415777,0.12976652556130552,0.9656683102345416,0.9611
0.11520205718802438,0.13096862918595695,0.9663179637526652,0.9609
0.11512334498827143,0.12651939924770142,0.9669343017057569,0.9626
0.11475225847493724,0.13025906501201961,0.9664512260127932,0.9616
0.11481040856730997,0.1311066477282701,0.966801039445629,0.9611
0.11352564134693129,0.1302443961630364,0.9678504797441365,0.9619
0.1140849131761205,0.12876899756153726,0.9673507462686567,0.9622
0.11406660557146094,0.12854995291275118,0.9672674573560768,0.9625
0.11306237698793296,0.1285086738483555,0.9673174307036247,0.9638
0.11273287155454276,0.12939289412199403,0.9680003997867804,0.9614
0.11183159358447795,0.13454207564927817,0.9681503198294243,0.9598
0.11268046947496509,0.12873348541032031,0.9679504264392325,0.9626
0.11074390733407635,0.12949888124810754,0.9678338219616205,0.9614
0.11067370129287331,0.12777728023635154,0.9679837420042644,0.9624
0.11206180375104753,0.1286141023490357,0.9681669776119403,0.9612
0.1097544745881545,0.12525393599362852,0.968700026652452,0.9639
0.11060995868269079,0.12802263400641442,0.9681336620469083,0.9634
0.11098999850831419,0.13167088656555112,0.9676006130063965,0.9624
0.10885890679391914,0.1260591425285369,0.9685501066098081,0.9634
0.10934981460323775,0.1258672420556889,0.9688332889125799,0.9631
0.11008241181121534,0.12516711342568945,0.9680337153518124,0.9628
0.10730523494336688,0.12842821967317028,0.9686667110874201,0.9623
0.10997304018602444,0.1261322285094123,0.9681170042643923,0.9639
0.10721747792390257,0.13339385041045565,0.9695995469083155,0.9602
0.10708701991346505,0.12427447680071482,0.9693330223880597,0.9632
0.10635562003067961,0.1277487396873299,0.9696661780383795,0.9635
0.1075598189253713,0.12628463619643787,0.968683368869936,0.9635
0.10745464685808383,0.12218681723819984,0.9691997601279317,0.9648
0.10576310817860392,0.12850113494386498,0.9696495202558635,0.9615
0.10528233712193653,0.12287128952867084,0.9699160447761194,0.9627
0.10526072474472149,0.126344464887349,0.9694496268656716,0.9631
0.10581720883717333,0.1233278826826958,0.9692330756929638,0.9638
0.10669776387362497,0.12442019360697502,0.9691497867803838,0.9631
0.1049890307719021,0.12072298907217326,0.9699660181236673,0.965
0.10353093112525708,0.12110147040820357,0.9702492004264393,0.9636
0.10282766187118234,0.12389531141657928,0.9698327558635395,0.9644
0.10343664354396033,0.1247239871652039,0.9699826759061834,0.9622
0.10351313506566136,0.12019851267447791,0.9701159381663113,0.9649
0.10222829607225223,0.12205664930645002,0.970748933901919,0.9645
0.1034437675253699,0.12716322454281653,0.9697328091684435,0.964
0.10237409837638133,0.12383198083319458,0.9703158315565032,0.9633
0.10333526602915846,0.11981245472253135,0.9700826226012793,0.9638
0.102416253438699,0.12089291917889121,0.9697827825159915,0.9636
0.10233925242020749,0.12064758834822908,0.9700659648187633,0.9638
0.10258802729512889,0.1230439209668417,0.9698660714285714,0.9627
0.1021737890929783,0.12149330276237051,0.9699826759061834,0.9643
0.09964770152243016,0.12199839528922485,0.9712986407249466,0.9636
0.10086171137495308,0.11961916749252904,0.9701159381663113,0.9646
0.09998903880904601,0.1213545720185606,0.9711986940298507,0.9628
0.0980324803019183,0.12169235533693677,0.9717484008528785,0.9638
0.10004184425291568,0.11930468801827844,0.9709988006396588,0.9658
0.09993130183195324,0.12186497969878403,0.9712986407249466,0.9625
0.09978774734402789,0.12142907690728891,0.970715618336887,0.9651
0.09763402904519476,0.12345329759685245,0.9717650586353944,0.9634
0.09813412649920326,0.12106074090833659,0.9710654317697228,0.9636
0.09817401697362717,0.12388229801757777,0.9710487739872068,0.9626
0.09832076710236123,0.11598334352178463,0.9714152452025586,0.9657
0.09758406588956503,0.12118137775133228,0.9716317963752665,0.9645
0.0987776517290131,0.12043921027336417,0.9713319562899787,0.9648
0.0960481783400809,0.12055516419055029,0.972597947761194,0.9648
0.09666027950580963,0.12434857164143837,0.9717650586353944,0.9639
0.09547222922916523,0.11969910864145807,0.9721815031982942,0.965
0.09600530487147489,0.12434098137854942,0.9716151385927505,0.9624
0.09577873072803235,0.12219440410255877,0.9721481876332623,0.9662
0.09642759739450366,0.11952308843685516,0.9721481876332623,0.9653
0.0947536179948195,0.11877863286184584,0.9723647388059702,0.9638
0.09448176173438733,0.11857032809757859,0.9730810234541578,0.9651
0.09475645580236704,0.11676114191045912,0.9724313699360341,0.9647
0.09532733464638511,0.11889636455677932,0.9721481876332623,0.9646
0.09458880656746131,0.11915455720579662,0.9729644189765458,0.9643
0.09358647721558899,0.11413414243541356,0.972597947761194,0.9661
0.09246191060245905,0.1126523678288516,0.9733808635394456,0.9667
0.09170336838454703,0.11529692291047668,0.9738472814498934,0.9655
0.09404618323188599,0.11849184596038072,0.972764525586354,0.964
0.09269640171078256,0.11329886765414492,0.97278118336887,0.9655
0.09114268578692501,0.11767475216037823,0.9736307302771855,0.9647
0.09274811967699549,0.11551832815464136,0.9729977345415778,0.9657
0.09099248455758989,0.11990982977820001,0.9741637793176973,0.9637
0.09224542490252155,0.11352513681440571,0.9724646855010661,0.9656
0.09115591885654878,0.1140019425155242,0.9735807569296375,0.9654
0.09144565074716596,0.11595828607428026,0.9738472814498934,0.9651
0.09230974553773375,0.11192897163182519,0.9729477611940298,0.9673
0.09142722942371768,0.11321956784742206,0.9732975746268657,0.9666
0.09079673080641291,0.12020085301167802,0.9735474413646056,0.9649
0.08988616381770313,0.11641562100571302,0.9744136460554371,0.9651
0.0895233863652166,0.11435695818878883,0.9735474413646056,0.966
0.0894003300843649,0.1139859528663366,0.9731643123667377,0.9682
0.09044353662674817,0.11843004601662128,0.9738139658848614,0.9637
0.08910127448608501,0.11337719090762052,0.9745802238805971,0.9674
0.08846667301138336,0.11219487636968883,0.9743969882729211,0.9647
0.08800039074469397,0.11916791800660126,0.9751132729211087,0.963
0.08940972865904687,0.11532263043652353,0.9738805970149254,0.9667
0.08799767378252334,0.11022247341550881,0.974646855010661,0.9666
0.0880809603427093,0.1138335592982661,0.9741138059701493,0.9659
0.08758344159626227,0.11689364606126558,0.974730143923241,0.9653
0.08680134434731875,0.11453487455204117,0.974730143923241,0.9674
0.08689042799495848,0.11386809923456108,0.9741804371002132,0.9664
0.08686887807944724,0.11484779861891636,0.974680170575693,0.9668
0.08648453909039419,0.11457363144314381,0.974546908315565,0.966
0.08557206511734536,0.11293095647091332,0.9753797974413646,0.9663
0.08607713056831971,0.11778913165442338,0.974663512793177,0.9643
0.08731436141943964,0.11293879699851465,0.9743470149253731,0.9663
0.08754762146576174,0.10961669920980724,0.9740638326226013,0.9675
0.08554586026558275,0.11053687950023813,0.9751132729211087,0.9682
0.08567520219375692,0.11208306144825435,0.974780117270789,0.9676
0.08515157489648494,0.11381182075825245,0.9755796908315565,0.9666
0.08371682947765148,0.11158555461587391,0.9754131130063965,0.9675
0.08605179043657503,0.11346104212939226,0.9754464285714286,0.9646
0.0845230291389519,0.10959576365372163,0.9750632995735607,0.9682
0.08421235443005425,0.11254102874422897,0.9751965618336887,0.9673
0.08416298563305179,0.11351234413349552,0.9751132729211087,0.9682
0.0823527152813543,0.11607260743697438,0.9755963486140725,0.9651
0.08457725935293453,0.11373261828309217,0.9754297707889126,0.9663
0.08345470633930524,0.11162012931174797,0.9751965618336887,0.9683
0.08321643456868993,0.1134019262763639,0.9755630330490405,0.9663
0.08156080916353574,0.11278950710092234,0.9763626066098081,0.9647
0.08251989230689323,0.11827340153675213,0.9760627665245203,0.9653
0.08252960850171492,0.11445269646809547,0.9758628731343284,0.9667
0.08053886765526816,0.11097375913609614,0.9763792643923241,0.9664
0.08233355826673425,0.11457521811730569,0.9757795842217484,0.9662
0.08315431573160198,0.11248525197230556,0.9762793176972282,0.9663
0.08241992112199883,0.11200259427535254,0.9757296108742004,0.9663
0.08259041255888416,0.11230042138849367,0.9754131130063965,0.9671
0.0813307198186344,0.10738734669654108,0.976495868869936,0.969
0.08099162683166657,0.10711789357826523,0.9769289712153518,0.9675
0.08071906171624416,0.11220352762410649,0.976495868869936,0.9665
0.07978867456145147,0.11082780008392497,0.9768123667377399,0.9666
0.0805693531406827,0.11198766422817495,0.9762126865671642,0.9674
0.07988480341675404,0.10986813741582598,0.9763292910447762,0.9674
0.07884149521642989,0.11181964352254734,0.9772288113006397,0.9662
0.08015531262586947,0.10926600927731488,0.9765291844349681,0.9682
0.08012184353209886,0.10848082067562409,0.9768123667377399,0.9685
0.08196209139396893,0.10871369012269111,0.9762460021321961,0.9668
0.07813842007295735,0.10640534947154061,0.9769622867803838,0.9668
0.07875566510644241,0.10895765608947527,0.9769289712153518,0.9682
0.07939064956327443,0.10864823993184727,0.976579157782516,0.9676
0.07957629938257939,0.10937608270528724,0.9766957622601279,0.9656
0.0785687784585846,0.11143655606834368,0.9773121002132196,0.9681
0.07811570612142947,0.10745995460117592,0.9771621801705757,0.9696
0.079310087259155,0.10914110255839436,0.9764625533049041,0.9684
0.07881165308821181,0.11251685212336074,0.9771621801705757,0.9669
0.07801703232941586,0.10606508412697017,0.9772454690831557,0.9675
0.07838471062199218,0.10403203684466439,0.9774453624733476,0.9673
0.0779522379094997,0.1085572634740559,0.9773121002132196,0.9685
0.07632898152432617,0.10803137166119539,0.9778118336886994,0.9674
0.07625880474127347,0.10478309790647879,0.9774786780383795,0.9669
0.07662605799534931,0.1084027168082105,0.9777618603411514,0.9669
0.07733416553572309,0.10458175546957457,0.9773620735607675,0.9693
0.07643741840877323,0.10694841401219446,0.9775619669509595,0.9682
0.07811394421995044,0.10741826800922447,0.9766957622601279,0.9687
0.0751338455816153,0.10688620247444962,0.978528118336887,0.9683
0.0770919710938786,0.10942286603249458,0.9772288113006397,0.9671
0.07604971445157332,0.10711918132368782,0.9780283848614072,0.9673
0.07599628519209908,0.10668530713365801,0.9780950159914712,0.9671
0.0748882825983661,0.10804377640483877,0.978461487206823,0.9674
0.07456381378848145,0.10507008607513581,0.9786780383795309,0.9674
0.07516307751670775,0.10400973863302697,0.9777951759061834,0.9683
0.07501531556992672,0.10223059240952657,0.9776952292110874,0.9683
0.07380316495079525,0.10376524161160441,0.9781116737739872,0.9692
0.07495265937545569,0.10482517958544481,0.978444829424307,0.9672
0.07357872204952363,0.10833825395665453,0.978394856076759,0.9675
0.07330329767100853,0.10927452417484326,0.978344882729211,0.9699
0.07572096815370148,0.10954646106145928,0.9773454157782516,0.9671
0.07265346474734152,0.10860375803793497,0.9790778251599147,0.9685
0.07260205372485644,0.10636204455405952,0.978528118336887,0.9666
0.07258656243261895,0.10571972983065273,0.9788446162046909,0.9681
0.07279297047342144,0.1028225139092933,0.9787446695095949,0.9688
0.07257099270976586,0.09790979155815757,0.9787779850746269,0.9711
0.07276790931244695,0.1060598849899519,0.9788612739872068,0.9676
0.07219766104203047,0.10979411938909672,0.9790278518123667,0.9681
0.0722244907443164,0.10348043565976811,0.978694696162047,0.971
0.07308269702700636,0.10443198873188866,0.9788612739872068,0.9699
0.07154664577900327,0.10617779936215349,0.9789445628997868,0.9676
0.071715681244234,0.1061599625683554,0.978561433901919,0.969
0.07182204677856383,0.104616730169029,0.9789279051172708,0.9686
0.07165083425447301,0.10179447109358447,0.9795109275053305,0.9691
0.07086537882409749,0.10924070370474519,0.978478144989339,0.9684
0.07093843646476032,0.10541892360854088,0.9794109808102346,0.9674
0.07080998698156246,0.10285437986894733,0.978694696162047,0.9691
0.07341711341569207,0.10137725413582618,0.978561433901919,0.9686
0.07142527514939435,0.10622206675441768,0.9786613805970149,0.9672
0.06975312309721525,0.10473828175800064,0.978628065031983,0.969
0.0702775801555673,0.10525850613274033,0.9789112473347548,0.9685
0.07058586197564369,0.11188031470244984,0.9788279584221748,0.9681
0.07111304205536109,0.10627822923253141,0.9790111940298507,0.9677
0.07052113557375038,0.10175482825984221,0.978444829424307,0.9698
0.07108963601006875,0.10331761657993135,0.9790445095948828,0.9683
0.07015199747728938,0.10563215293989182,0.9790611673773987,0.9684
0.06846102462976511,0.10236201852200032,0.9799940031982942,0.9701
0.0689658244111757,0.10782798712758786,0.9794776119402985,0.9686
0.06861830873625444,0.10694335124050248,0.9800606343283582,0.9679
0.06798993908898038,0.10525473131928417,0.9799107142857143,0.9675
0.06870475203779569,0.10805277090307645,0.9793776652452025,0.9683
0.06865591406409989,0.09738599302557206,0.9796608475479744,0.9699
0.06722567007867879,0.10015309658866497,0.98059368336887,0.9715
0.06685255213458279,0.09922286379915543,0.9802605277185501,0.9709
0.06799374312976433,0.10018814151013058,0.9795275852878464,0.9688
0.06771122425066425,0.10299564039667908,0.9796441897654584,0.9687
0.06737281619592903,0.1058046730560221,0.9794609541577826,0.9681
0.06819171772021092,0.09900571507656258,0.9797441364605544,0.9704
0.06837074415757648,0.10368713562697238,0.9791944296375267,0.9686
0.0677965084851934,0.10727390667036282,0.9797941098081023,0.9685
0.06642701880398118,0.10415891251652201,0.9808102345415778,0.9693
0.0673297609916802,0.10181254535292325,0.9799273720682303,0.9697
0.06577813803840755,0.10203322117113743,0.9807269456289979,0.9696
0.06691903927126827,0.10081344378608785,0.98042710554371,0.9707
0.0650628138303603,0.1006553965631533,0.9808602078891258,0.9692
0.06582582827829428,0.10314034196977362,0.9802771855010661,0.9705
0.06596488851048704,0.09978990122861434,0.980493736673774,0.9691
0.06511620216454071,0.1036790848486202,0.980443763326226,0.9681
0.06622571121655521,0.101109317852983,0.9802771855010661,0.9696
0.06670374451564907,0.10166556103809117,0.9800939498933902,0.9695
0.06499205630957965,0.09926410274575492,0.9811100746268657,0.9706
0.0656308955755662,0.09668532803112745,0.9806103411513859,0.9701
0.06372068179821522,0.10187439376153934,0.9815098614072495,0.9695
0.06531680325315264,0.10375437781175507,0.9807102878464818,0.9685
0.06555643911810569,0.10204808874293084,0.980577025586354,0.9685
0.06533812883766735,0.10458551302416588,0.980477078891258,0.9698
0.06608434515524025,0.10144260751232892,0.9806269989339019,0.9697
0.06513207742673296,0.10360844419691212,0.9807269456289979,0.9706
0.0641107615243294,0.10679794779239805,0.9813432835820896,0.9683
0.06395881705470875,0.10142912107066791,0.9811433901918977,0.9699
0.06358925118282699,0.10704683307838206,0.9810267857142857,0.968
0.06513325712049663,0.09769244767244839,0.9805603678038379,0.9697
0.06348287917535758,0.10479842440623793,0.9808768656716418,0.9673
0.06513675615934353,0.09894993704377343,0.980293843283582,0.9705
0.06347260266186536,0.101726990698427,0.9815431769722814,0.968
0.06355410198733959,0.0977880130610767,0.9811433901918977,0.9702
0.0638978283208943,0.09731440100347281,0.9813932569296375,0.9713
0.06230327379886815,0.09966886986254647,0.9813432835820896,0.9693
0.06340402259380003,0.10203951099679597,0.9813432835820896,0.9694
0.06459236620554924,0.09902041693564823,0.9806269989339019,0.9705
0.06397554586753396,0.10030851591650136,0.9808435501066098,0.9696
0.06396182102940602,0.09637528863073132,0.9809601545842217,0.9706
0.062245031115448095,0.09922371742719643,0.9816098081023454,0.9694
0.06318601452632613,0.10032217545601392,0.9814432302771855,0.9699
0.06281673052732317,0.10056188996676584,0.9812766524520256,0.969
0.06072056533110225,0.09526351377147395,0.9822927771855011,0.9708
0.06257505440806052,0.10216621946442302,0.9812933102345416,0.9679
0.06191242707028844,0.09896238312434305,0.9813266257995735,0.9705
0.06258052400427179,0.09955689541017132,0.9811433901918977,0.971
0.062047733211853445,0.10492212371993095,0.9818097014925373,0.9683
0.061945136164923295,0.09829306147908903,0.9818430170575693,0.97
0.06146148275439312,0.10154448587101722,0.9821761727078892,0.9687
0.06249317206192239,0.10284077862568142,0.9815598347547975,0.9694
0.06065300408178644,0.09819479272572489,0.9814432302771855,0.9704
0.060138699033332035,0.0988148764939905,0.9818929904051172,0.9705
0.06100541267364953,0.10071058127777692,0.9822594616204691,0.9701
0.061249581689631176,0.10461891996862767,0.9815431769722814,0.9683
0.06152975821952831,0.09762524567753711,0.9816431236673774,0.9699
0.06174127849423013,0.09690089142969034,0.9813266257995735,0.9716
0.06025590994195008,0.09949667929756655,0.9822261460554371,0.9696
